=== SimAI htsim Backend ===
Topology: fattree
GPUs: 64
Link speed: 100000 Mbps
DP/TP/PP/EP: 1/8/2/4
GPUs per server: 8
Iterations: 5
Workload: /home/weihaoni/BTB-NCCL/SimAI/aicb/results/workload/DeepSeek-671B-world_size64-tp8-pp2-ep4-bs1-seq512-decode.txt
Expert hotspot: topk=8 skew=1 seed=42 volatility=1
==========================
[htsim] Machines: 8 FatTree K=4 FatTree nodes: 16
Building 1:1 Fat Tree with 16 nodes (k=4)
Link speed: 800000 Mbps
[htsim] FatTree topology created (full BW: 800000 Mbps)
[htsim] NVSwitch nodes: 8 (IDs: 64 to 71)
The final active chunks per dimension 1 after allocating to queues is: 1
ring of node 0, id: 0 dimension: local total nodes in ring: 64 index in ring: 0 offset: 1total nodes in ring: 64
ring of node 0, id: 0 dimension: local total nodes in ring: 64 index in ring: 0 offset: 1total nodes in ring: 64
ring of node 0, id: 0 dimension: local total nodes in ring: 64 index in ring: 0 offset: 1total nodes in ring: 64
ring of node 0, id: 0 dimension: local total nodes in ring: 64 index in ring: 0 offset: 1total nodes in ring: 64
total nodes: 64
Success in opening workload file
model_parallel_NPU_group is 8
checkpoints layers are: 
layers initiating fwd_in_bckwd are: 
ring of node 0, id: 0 dimension: local total nodes in ring: 8 index in ring: 0 offset: 1total nodes in ring: 8
ring of node 0, id: 0 dimension: local total nodes in ring: 8 index in ring: 0 offset: 8total nodes in ring: 8
ring of node 0, id: 0 dimension: local total nodes in ring: 8 index in ring: 0 offset: 1total nodes in ring: 8
ring of node 0, id: 0 dimension: local total nodes in ring: 8 index in ring: 0 offset: 8total nodes in ring: 8
ring of node 0, id: 0 dimension: local total nodes in ring: 8 index in ring: 0 offset: 1total nodes in ring: 8
ring of node 0, id: 0 dimension: local total nodes in ring: 8 index in ring: 0 offset: 8total nodes in ring: 8
ring of node 0, id: 0 dimension: local total nodes in ring: 8 index in ring: 0 offset: 1total nodes in ring: 8
ring of node 0, id: 0 dimension: local total nodes in ring: 8 index in ring: 0 offset: 8total nodes in ring: 8
pp_commize:7340032
id: attention_layer , depen: -1 , wg_comp_time: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 10 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 7392 , size is: 7392 , layer_num is: 12 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=7392
[DBG] got queue 0
[DBG] phase created, final_data_size=7392
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 13 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 14 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 7392 , size is: 7392 , layer_num is: 16 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=7392
[DBG] got queue 0
[DBG] phase created, final_data_size=7392
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 17 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 18 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 7392 , size is: 7392 , layer_num is: 20 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=7392
[DBG] got queue 0
[DBG] phase created, final_data_size=7392
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 21 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 22 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 7392 , size is: 7392 , layer_num is: 24 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=7392
[DBG] got queue 0
[DBG] phase created, final_data_size=7392
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 25 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 26 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 7392 , size is: 7392 , layer_num is: 28 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=7392
[DBG] got queue 0
[DBG] phase created, final_data_size=7392
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 29 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 30 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 7392 , size is: 7392 , layer_num is: 32 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=7392
[DBG] got queue 0
[DBG] phase created, final_data_size=7392
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 33 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 34 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 7392 , size is: 7392 , layer_num is: 36 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=7392
[DBG] got queue 0
[DBG] phase created, final_data_size=7392
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 37 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 38 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 7392 , size is: 7392 , layer_num is: 40 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=7392
[DBG] got queue 0
[DBG] phase created, final_data_size=7392
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 41 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 42 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 7392 , size is: 7392 , layer_num is: 44 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=7392
[DBG] got queue 0
[DBG] phase created, final_data_size=7392
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 45 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 46 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 7392 , size is: 7392 , layer_num is: 48 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=7392
[DBG] got queue 0
[DBG] phase created, final_data_size=7392
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 49 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 50 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 7392 , size is: 7392 , layer_num is: 52 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=7392
[DBG] got queue 0
[DBG] phase created, final_data_size=7392
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 53 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 54 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 7392 , size is: 7392 , layer_num is: 56 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=7392
[DBG] got queue 0
[DBG] phase created, final_data_size=7392
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 57 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 58 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 7392 , size is: 7392 , layer_num is: 60 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=7392
[DBG] got queue 0
[DBG] phase created, final_data_size=7392
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 61 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 62 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 7392 , size is: 7392 , layer_num is: 64 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=7392
[DBG] got queue 0
[DBG] phase created, final_data_size=7392
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 65 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 66 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 7392 , size is: 7392 , layer_num is: 68 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=7392
[DBG] got queue 0
[DBG] phase created, final_data_size=7392
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 69 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 70 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 7392 , size is: 7392 , layer_num is: 72 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=7392
[DBG] got queue 0
[DBG] phase created, final_data_size=7392
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 73 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 74 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 7392 , size is: 7392 , layer_num is: 76 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=7392
[DBG] got queue 0
[DBG] phase created, final_data_size=7392
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 77 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 78 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 7392 , size is: 7392 , layer_num is: 80 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=7392
[DBG] got queue 0
[DBG] phase created, final_data_size=7392
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 81 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 82 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 7392 , size is: 7392 , layer_num is: 84 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=7392
[DBG] got queue 0
[DBG] phase created, final_data_size=7392
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 85 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 86 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 7392 , size is: 7392 , layer_num is: 88 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=7392
[DBG] got queue 0
[DBG] phase created, final_data_size=7392
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 89 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 14336 , size is: 14336 , layer_num is: 90 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=14336
[DBG] got queue 0
[DBG] phase created, final_data_size=14336
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
